td_x1_d,adrc_u,eso_z3,eso_z2,esf_e1_d,eso_z1_d,yaw_actual,yaw_dps,yaw_imu_d,yawenc
-171.467,-9.10333,361.933,-0.752878,-4.75918,-166.707,-166.692,-0.348548,4.36823,85.2901
-171.467,-9.11914,362.628,-0.714258,-4.75978,-166.706,-166.69,0.0786982,4.36839,85.2956
-171.467,-9.13673,363.387,-0.642961,-4.76061,-166.705,-166.687,0.505944,4.36941,85.2956
-171.467,-9.15612,364.009,-0.64555,-4.76173,-166.704,-166.689,0.872155,4.37115,85.2901
-171.467,-9.17166,364.589,-0.670014,-4.76254,-166.704,-166.69,0.628015,4.37241,85.2901
-171.467,-9.18604,365.118,-0.720307,-4.7632,-166.703,-166.69,-0.104407,4.3722,85.2846
-171.467,-9.19901,365.608,-0.79018,-4.76363,-166.703,-166.691,-0.653724,4.37089,85.2846
-171.467,-9.21089,366.068,-0.873815,-4.76384,-166.703,-166.691,-0.897864,4.36909,85.2846
-171.467,-9.22196,366.51,-0.964702,-4.7638,-166.703,-166.692,0.261804,4.36961,85.2901
-171.467,-9.23254,366.96,-1.04974,-4.76354,-166.704,-166.692,0.750085,4.37111,85.2901
-171.467,-9.24332,367.423,-1.12569,-4.76311,-166.704,-166.692,0.750085,4.37261,85.2846
-171.467,-9.25448,367.889,-1.19782,-4.76257,-166.705,-166.693,0.139733,4.37289,85.2901
-171.467,-9.26576,368.473,-1.20674,-4.76189,-166.706,-166.69,-0.165442,4.37256,85.2901
-171.467,-9.2803,369.066,-1.21064,-4.76145,-166.706,-166.69,-0.592689,4.37138,85.2846
-171.467,-9.29511,369.654,-1.2175,-4.76102,-166.706,-166.691,-0.775794,4.36982,85.2846
-171.467,-9.30975,370.452,-1.11421,-4.76057,-166.706,-166.686,0.139733,4.37009,85.2846
-171.467,-9.33024,371.206,-1.03613,-4.76082,-166.706,-166.687,0.872155,4.37183,85.2901
-171.467,-9.34951,371.838,-1.02363,-4.76112,-166.706,-166.69,0.93319,4.37371,85.2791
-171.467,-9.36539,372.429,-1.03331,-4.76117,-166.706,-166.691,-0.409583,4.37289,85.2901
